ID,q11a_1_i,public,responseid,q0_i,finished,device_phone,TIMING,startdate,enddate,duration_min,durationinseconds,recordeddate,studentprofiletime,studentprofile_min,essaytime,essaytime_min,qduration_essay_min,otheroutcomestime,otheroutcomestime_min,FACTORS,vignette,vignette_n,student_name,father_mail,essay,sex_female,ses_high,spanish,essay_good,essay_cc_high,allpassed,behaviour_good,OUTCOMES,grade_essay,grade_essay_good,grade_essay_bad,repit,expect,psupport,RESPONDENT_VARIABLES,q9_i,q10_1,age,q11b_1_i,q12_i,q13_i,q14_i,q15_i,RESPONDENT_ATTITUDES,q16_1,q16_2,q16_3,q16_4,MANIPULATION_CHECKS,q4_i,q5_i,q6_i,q7_i,q8_i,q8b_i,MANIPULATION_RIGHT_WRONG,sex_signal,migrant_signal,SES_signal,failed_signal,behaviour_signal,cc_signal,signals
,14,0,"R_2QRrJYOhTkpC2y9",1,"TRUE",1,,"10/5/23 07:00","10/5/23 07:05",4.716667,283,"10/5/23 07:05",28.604,.4767333,76.295,1.271583,1,21.403,.3567167,,104,20,3,3,1,1,1,0,0,0,0,1,,7.5,,7.5,0,8,2,,1,2003,1,2,1,2,1,1,,1,2,3,4,,1,5,3,3,2,1,,1,1,2,1,1,2,3
,20,0,"R_revDUjwPq4DLinL",1,"TRUE",1,,"21/5/23 20:02","21/5/23 20:11",8.35,501,"21/5/23 20:11",41.342,.6890333,165.716,2.761933,3,64.186,1.069767,,104,20,3,3,1,1,1,0,0,0,0,1,,2.5,,2.5,10,5.9,1,,2,2000,1,2,1,2,2,2,,3,2,1,4,,1,5,4,3,2,2,,1,1,1,1,1,1,1
,8,0,"R_4Pobi4QFruCOz6N",1,"TRUE",0,,"12/5/23 07:06","12/5/23 07:10",4.666667,280,"12/5/23 07:10",28.844,.4807333,80.172,1.3362,1,40.785,.67975,,104,20,3,3,1,1,1,0,0,0,0,1,,7.1,,7.1,4.1,7,5,,2,1995,2,4,1,2,1,1,,3,1,2,4,,1,5,4,3,2,2,,1,1,1,1,1,1,1
,8,0,"R_30jypUMGYpYEFhG",1,"TRUE",1,,"16/5/23 09:03","16/5/23 09:15",12.16667,730,"16/5/23 09:15",62.375,1.039583,203.84,3.397333,3,159.437,2.657283,,104,20,3,3,1,1,1,0,0,0,0,1,,4.5,,4.5,6,6,4,,1,2000,1,2,2,1,1,1,,2,3,1,4,,1,5,4,3,2,2,,1,1,1,1,1,1,1
,20,0,"R_10u8BmZzrzEjQI4",1,"TRUE",1,,"24/5/23 03:36","24/5/23 03:42",5.083333,305,"24/5/23 03:42",12.96,.216,90.085,1.501417,1,40.134,.6689,,105,9,3,3,7,1,1,0,1,1,1,0,,6.7,6.7,,5,7.1,5,,2,1992,2,7,2,2,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,18,1,"R_2QoHyKgBr4tgDL0",1,"TRUE",0,,"24/4/23 11:03","24/4/23 11:11",7.75,465,"24/4/23 11:11",106.518,1.7753,92.801,1.546683,1,45.934,.7655666,,105,9,3,3,7,1,1,0,1,1,1,0,,10,10,,3,2,4,,2,2000,1,4,1,1,1,1,,3,2,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_2bTNt6SBJHVdHLd",1,"TRUE",0,,"20/4/23 05:59","20/4/23 06:19",19.6,1176,"20/4/23 06:19",93.286,1.554767,115.472,1.924533,2,92.719,1.545317,,105,9,3,3,7,1,1,0,1,1,1,0,,10,10,,.1,7,5,,2,1988,2,2,1,2,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,22,0,"R_ROdCYqU9OcMdWPD",1,"TRUE",1,,"2/5/23 06:26","2/5/23 06:32",6.116667,367,"2/5/23 06:32",40.144,.6690667,93.069,1.55115,1,51.378,.8563,,105,9,3,3,7,1,1,0,1,1,1,0,,9.5,9.5,,.5,6,1,,2,2003,1,1,1,1,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_2y4vYQkfjJeyxNj",1,"TRUE",1,,"19/4/23 09:24","19/4/23 09:33",9.35,561,"19/4/23 09:34",55.473,.92455,130.006,2.166767,2,50.191,.8365167,,105,9,3,3,7,1,1,0,1,1,1,0,,8.5,8.5,,.2,8.9,3,,2,1977,2,4,1,2,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,17,0,"R_CjhhldorOuehenv",1,"TRUE",1,,"19/5/23 11:33","19/5/23 11:41",7.8,468,"19/5/23 11:41",39.553,.6592167,131.979,2.19965,2,53.104,.8850667,,105,9,3,3,7,1,1,0,1,1,1,0,,9.7,9.7,,2,6,1,,2,2003,1,2,1,1,1,1,,1,3,2,4,,1,5,3,4,3,1,,1,1,2,1,1,2,3
,8,0,"R_2e8bsAHC9pCTIZ6",1,"TRUE",0,,"11/5/23 07:04","11/5/23 07:11",7.116667,427,"11/5/23 07:11",24.863,.4143834,134.355,2.23925,2,57.967,.9661167,,105,9,3,3,7,1,1,0,1,1,1,0,,9.5,9.5,,2,8,2,,2,1998,1,3,1,2,1,1,,3,1,2,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,14,0,"R_1eQ1MHZX06q7X9q",1,"TRUE",0,,"10/5/23 05:54","10/5/23 06:04",9.416667,565,"10/5/23 06:04",82.543,1.375717,164.798,2.746633,3,38.065,.6344166,,105,9,3,3,7,1,1,0,1,1,1,0,,10,10,,0,10,5,,2,2003,1,2,1,2,1,1,,1,3,2,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_2fpsyHh431UPhlA",1,"TRUE",0,,"20/4/23 06:45","20/4/23 06:56",11.35,681,"20/4/23 06:56",141.136,2.352267,230.445,3.84075,3,50.904,.8484,,105,9,3,3,7,1,1,0,1,1,1,0,,10,10,,.1,5.2,8,,2,1995,2,4,2,1,1,1,,2,3,1,4,,1,5,4,5,3,3,,1,1,1,2,1,1,3
,8,0,"R_25T8zWoUQWsgMlj",1,"TRUE",1,,"11/5/23 03:21","11/5/23 03:27",5.766667,346,"11/5/23 03:27",30.258,.5043,83.039,1.383983,1,57.301,.9550167,,106,7,3,3,7,1,1,0,1,1,0,0,,9.5,9.5,,2,6,4,,2,2001,1,4,1,2,1,1,,3,1,2,4,,1,5,1,5,3,3,,1,1,0,2,1,1,3
,13,0,"R_2BhCZtvfqk7d0Ur",1,"TRUE",1,,"16/5/23 03:33","16/5/23 03:46",12.58333,755,"16/5/23 03:46",108.502,1.808367,173.271,2.88785,3,129.84,2.164,,106,7,3,3,7,1,1,0,1,1,0,0,,10,10,,1.5,8.5,3,,1,2004,1,1,1,1,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,8,0,"R_278ALHgDR99jKYO",1,"TRUE",1,,"12/5/23 12:02","12/5/23 12:09",7.083333,425,"12/5/23 12:09",46.883,.7813833,110.997,1.84995,2,47.602,.7933667,,106,7,3,3,7,1,1,0,1,1,0,0,,10,10,,3,6,8,,2,2000,1,2,1,2,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_2rYNR0EY1VJeISB",1,"TRUE",0,,"22/4/23 06:52","22/4/23 09:03",130.7833,7847,"22/4/23 09:03",26.339,.4389834,43.96,.7326667,1,24.774,.4129,,106,7,3,3,7,1,1,0,1,1,0,0,,6.1,6.1,,7,10,6,,2,1996,2,2,2,1,1,1,,2,3,1,4,,2,5,4,3,3,3,,0,1,1,1,1,1,3
,6,1,"R_23TYouKTYb49vYr",1,"TRUE",0,,"20/4/23 01:36","20/4/23 01:44",7.766667,466,"20/4/23 01:44",22.642,.3773667,85.113,1.41855,1,82.082,1.368033,,106,7,3,3,7,1,1,0,1,1,0,0,,10,10,,5,6,2,,2,1992,2,4,2,2,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_1oz5cFzVtq2uUq9",1,"TRUE",0,,"20/4/23 02:08","20/4/23 02:17",9.3,558,"20/4/23 02:17",78.412,1.306867,181.909,3.031817,3,63.243,1.05405,,106,7,3,3,7,1,1,0,1,1,0,0,,9.8,9.8,,1,7.1,6,,2,1990,2,2,2,2,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,4,1,"R_2ta6TNMCHfTZbLg",1,"TRUE",1,,"27/4/23 05:46","27/4/23 05:58",12.45,747,"27/4/23 05:58",126.199,2.103317,168.357,2.80595,3,81.014,1.350233,,106,7,3,3,7,1,1,0,1,1,0,0,,9,9,,0,8,7,,2,1997,2,1,1,2,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,18,1,"R_1ozpKuu8K3xLXz9",1,"TRUE",1,,"24/4/23 10:37","24/4/23 10:55",18.5,1110,"24/4/23 10:55",3.995,.0665833,24.069,.40115,1,42.671,.7111834,,107,10,3,3,5,1,1,0,1,0,1,0,,8.5,8.5,,7.2,8,8,,2,1993,2,4,1,1,1,1,,2,4,1,3,,2,5,5,3,2,3,,0,1,0,0,0,0,3
,8,0,"R_XFazfZD00BZqtMd",1,"TRUE",0,,"14/5/23 04:07","14/5/23 04:14",7.65,459,"14/5/23 04:14",56.183,.9363833,107.81,1.796833,2,58.291,.9715167,,107,10,3,3,5,1,1,0,1,0,1,0,,9,9,,0,8,6,,2,1988,2,3,1,1,1,1,,3,2,1,4,,1,5,4,4,3,1,,1,1,1,1,1,2,3
,18,1,"R_1r21sMC7CeOQhHZ",1,"TRUE",0,,"27/4/23 07:11","27/4/23 07:18",6.95,417,"27/4/23 07:18",20.522,.3420333,82.119,1.36865,1,48.012,.8002,,107,10,3,3,5,1,1,0,1,0,1,0,,8.7,8.7,,2,8,5,,1,2000,1,5,1,1,1,1,,2,3,1,4,,1,5,4,5,3,1,,1,1,1,2,1,2,3
,17,0,"R_viSXIncmSOl6M9P",1,"TRUE",1,,"19/5/23 03:34","19/5/23 05:30",116.25,6975,"19/5/23 05:30",26.936,.4489333,122.601,2.04335,2,98.501,1.641683,,107,10,3,3,5,1,1,0,1,0,1,0,,7.3,7.3,,4.7,7.5,4,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_3OreTAEh60Kyiwt",1,"TRUE",1,,"20/4/23 04:27","20/4/23 04:37",9.366667,562,"20/4/23 04:37",35.391,.58985,142.897,2.381617,2,120.442,2.007367,,107,10,3,3,5,1,1,0,1,0,1,0,,9.3,9.3,,.1,7,3,,1,1977,2,7,1,2,1,1,,3,2,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,4,1,"R_2OJgFkC0OT1qzZm",1,"TRUE",1,,"27/4/23 03:48","27/4/23 03:57",8.116667,487,"27/4/23 03:57",42.488,.7081333,138.345,2.30575,2,67.495,1.124917,,107,10,3,3,5,1,1,0,1,0,1,0,,9.2,9.2,,0,6.6,4,,2,2004,1,1,1,2,1,1,,2,3,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_3HXflk9Tzejupu1",1,"TRUE",0,,"24/4/23 05:09","24/4/23 05:12",3.116667,187,"24/4/23 05:12",10.446,.1741,15.987,.26645,1,42.72,.712,,107,10,3,3,5,1,1,0,1,0,1,0,,5,5,,.5,7.2,5,,2,1995,2,7,2,1,1,1,,2,1,3,4,,2,5,2,2,2,3,,0,1,0,0,0,0,3
,17,0,"R_YVUswcoNFIYOSC5",1,"TRUE",1,,"23/5/23 08:43","23/5/23 08:53",9.15,549,"23/5/23 08:53",36.253,.6042166,142.461,2.37435,2,46.067,.7677833,,107,10,3,3,5,1,1,0,1,0,1,0,,9,9,,0,10,7,,2,2001,1,3,1,2,1,1,,2,4,1,3,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,15,0,"R_pF6dNk2R6NFkthv",1,"TRUE",1,,"18/5/23 07:08","18/5/23 07:22",13.31667,799,"18/5/23 07:22",63.58,1.059667,174.441,2.90735,3,78.93,1.3155,,107,10,3,3,5,1,1,0,1,0,1,0,,10,10,,0,8.5,2,,2,2001,1,3,1,2,1,1,,2,3,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,3,0,"R_cGCfBWEbji0lqYV",1,"TRUE",1,,"10/5/23 01:04","10/5/23 01:09",5.216667,313,"10/5/23 01:09",29.8,.4966666,65.862,1.0977,1,52.249,.8708166,,107,10,3,3,5,1,1,0,1,0,1,0,,9,9,,.1,6.3,5,,2,2002,1,2,1,1,1,1,,3,2,1,4,,1,3,4,4,3,1,,1,2,1,1,1,2,3
,3,0,"R_3O6U6wZui7Dpmdr",1,"TRUE",0,,"10/5/23 02:18","10/5/23 02:27",8.516666,511,"10/5/23 02:27",23.66,.3943333,69.754,1.162567,1,27.458,.4576333,,108,13,3,3,5,1,1,0,1,0,0,0,,9.3,9.3,,0,8.3,8,,2,2001,1,4,1,1,1,1,,1,3,2,4,,2,5,3,4,2,3,,0,1,2,0,0,0,3
,3,0,"R_2QJTkxbSW9eMXKh",1,"TRUE",0,,"10/5/23 03:42","10/5/23 03:52",9.9,594,"10/5/23 03:52",31.853,.5308834,49.644,.8274,1,53.703,.89505,,108,13,3,3,5,1,1,0,1,0,0,0,,10,10,,2,4,0,,2,2000,1,5,1,2,1,1,,2,3,1,4,,1,5,3,3,3,3,,1,1,2,1,1,0,3
,6,1,"R_3RvZ4CRzjJTYtc6",1,"TRUE",0,,"19/4/23 10:53","19/4/23 11:03",9.583333,575,"19/4/23 11:03",46.612,.7768667,135.995,2.266583,2,81.61,1.360167,,108,13,3,3,5,1,1,0,1,0,0,0,,9.1,9.1,,1,9,4,,2,1983,2,4,2,2,1,1,,2,3,1,4,,1,5,4,2,3,2,,1,1,1,,1,1,3
,3,0,"R_1l3pZkvAYskRg5S",1,"TRUE",1,,"2/5/23 02:16","2/5/23 02:24",8.616667,517,"2/5/23 02:24",50.083,.8347167,157.538,2.625633,3,89.442,1.4907,,108,13,3,3,5,1,1,0,1,0,0,0,,10,10,,7.4,6.6,8,,2,2004,1,1,1,1,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,8,0,"R_1mVMsruAZH4IwUW",1,"TRUE",1,,"11/5/23 07:58","11/5/23 08:07",9.016666,541,"11/5/23 08:07",88.312,1.471867,107.663,1.794383,2,92.75,1.545833,,108,13,3,3,5,1,1,0,1,0,0,0,,9,9,,.4,10,5,,2,1999,1,4,1,1,1,1,,3,2,1,4,,1,5,4,3,3,3,,1,1,1,1,1,0,3
,18,1,"R_qx5LtDecLAf0TuN",1,"TRUE",0,,"25/4/23 05:00","25/4/23 05:14",14.21667,853,"25/4/23 05:14",120.802,2.013367,329.856,5.4976,3,49.989,.83315,,108,13,3,3,5,1,1,0,1,0,0,0,,9.5,9.5,,5,8,2,,2,1999,1,4,1,2,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,3,0,"R_3lxZJ71pI44EEp5",1,"TRUE",1,,"3/5/23 14:22","3/5/23 14:27",5.3,318,"3/5/23 14:27",32.95,.5491667,62.9,1.048333,1,37.017,.61695,,108,13,3,3,5,1,1,0,1,0,0,0,,10,10,,1,8,1,,2,2000,1,2,2,2,1,1,,2,3,1,4,,1,5,3,2,3,3,,1,1,2,,1,0,3
,17,0,"R_2qh46HvYtxZmLOQ",1,"TRUE",1,,"22/5/23 02:39","22/5/23 02:45",6.5,390,"22/5/23 02:45",42.417,.70695,54.108,.9018,1,46.84,.7806666,,108,13,3,3,5,1,1,0,1,0,0,0,,9.7,9.7,,.3,8.1,7,,2,2002,1,3,1,2,2,2,,3,2,1,4,,1,5,4,3,3,3,,1,1,1,1,1,0,3
,8,0,"R_3kjnqcxIW8kOzw1",1,"TRUE",1,,"11/5/23 05:28","11/5/23 05:37",8.883333,533,"11/5/23 05:37",37.649,.6274833,179.496,2.9916,3,85.067,1.417783,,108,13,3,3,5,1,1,0,1,0,0,0,,9,9,,4,5,6,,1,2000,1,3,1,2,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,3,0,"R_3QMeteFsWZ5A8i2",1,"TRUE",1,,"10/5/23 12:00","10/5/23 12:10",10.13333,608,"10/5/23 12:10",84.178,1.402967,194.443,3.240716,3,90.201,1.50335,,108,13,3,3,5,1,1,0,1,0,0,0,,10,10,,2.5,8,5,,2,2002,1,3,1,1,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,3,0,"R_3qxm7I2ZjuwVUjX",1,"TRUE",1,,"17/5/23 06:15","17/5/23 06:24",8.7,522,"17/5/23 06:24",26.805,.44675,140.356,2.339267,2,53.424,.8904,,108,13,3,3,5,1,1,0,1,0,0,0,,9.2,9.2,,0,8.6,6,,2,2003,1,2,1,1,1,1,,3,2,1,4,,1,5,3,3,3,2,,1,1,2,1,1,1,3
,18,1,"R_D2ctkiPmfgSFyWl",1,"TRUE",0,,"24/4/23 15:21","24/4/23 15:37",15.88333,953,"24/4/23 15:37",53.423,.8903834,173.778,2.8963,3,140.183,2.336383,,108,13,3,3,5,1,1,0,1,0,0,0,,9.5,9.5,,0,5,3,,2,1976,2,4,2,2,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_3GvIPJv4OtnevZS",1,"TRUE",1,,"19/4/23 14:49","19/4/23 15:13",23.45,1407,"19/4/23 15:13",15.382,.2563667,115.725,1.92875,2,40.665,.67775,,108,13,3,3,5,1,1,0,1,0,0,0,,9.9,9.9,,0,10,2,,2,1993,2,2,1,1,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,17,0,"R_sn7K8OGogSRsoa5",1,"TRUE",0,,"22/5/23 02:33","22/5/23 02:44",10.93333,656,"22/5/23 02:44",61.762,1.029367,242.518,4.041967,3,52.051,.8675166,,109,14,3,3,3,1,1,0,0,1,1,0,,6.2,,6.2,4,4.2,3,,2,2002,1,3,1,2,1,1,,3,2,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,16,0,"R_1osSduMqdKqYrBh",1,"TRUE",0,,"28/4/23 11:55","28/4/23 12:01",6.833333,410,"28/4/23 12:01",55.813,.9302167,144.993,2.41655,2,57.154,.9525667,,109,14,3,3,3,1,1,0,0,1,1,0,,6.5,,6.5,1,8,2,,2,1993,2,7,1,2,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,18,1,"R_yR1IZUcPm0bSOfn",1,"TRUE",1,,"25/4/23 02:18","25/4/23 02:26",8.5,510,"25/4/23 02:26",56.305,.9384167,98.66,1.644333,1,60.651,1.01085,,109,14,3,3,3,1,1,0,0,1,1,0,,7.5,,7.5,.2,8.5,8,,2,1997,2,7,1,1,1,1,,2,3,1,4,,1,1,1,4,3,3,,1,0,0,1,1,1,3
,6,1,"R_yEGih9gpCHCfhfj",1,"TRUE",0,,"19/4/23 10:33","19/4/23 10:40",7.216667,433,"19/4/23 10:40",39.879,.66465,174.48,2.908,3,33.792,.5632,,109,14,3,3,3,1,1,0,0,1,1,0,,5.8,,5.8,.1,7.2,4,,2,1981,2,1,2,2,1,1,,2,3,1,4,,1,5,1,4,3,3,,1,1,0,1,1,1,3
,15,0,"R_24jZ5bMX96hakVr",1,"TRUE",1,,"18/5/23 13:48","18/5/23 13:54",5.35,321,"18/5/23 13:54",36.391,.6065167,101.843,1.697383,2,36.578,.6096333,,109,14,3,3,3,1,1,0,0,1,1,0,,6.5,,6.5,4,10,5,,2,2001,1,3,1,2,1,1,,2,3,1,4,,1,5,3,4,3,1,,1,1,2,1,1,2,3
,18,1,"R_1mPOjdWIWCX1T1x",1,"TRUE",1,,"3/5/23 11:00","3/5/23 11:03",3,180,"3/5/23 11:03",4.507,.0751167,16.704,.2784,1,46.102,.7683667,,109,14,3,3,3,1,1,0,0,1,1,0,,7.2,,7.2,8,8.3,7,,2,2004,1,1,1,2,1,1,,2,3,1,4,,2,5,5,3,2,3,,0,1,0,0,0,1,3
,4,1,"R_3lDBxVu8PBlebNS",1,"TRUE",0,,"27/4/23 03:55","27/4/23 04:01",5.866667,352,"27/4/23 04:01",23.565,.39275,130.9,2.181667,2,27.923,.4653834,,109,14,3,3,3,1,1,0,0,1,1,0,,4,,4,0,7,7,,1,1997,2,7,1,2,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,8,0,"R_8nXQeJGgWCudA77",1,"TRUE",0,,"11/5/23 09:06","11/5/23 09:18",11.3,678,"11/5/23 09:18",68.46,1.141,204.986,3.416433,3,89.665,1.494417,,109,14,3,3,3,1,1,0,0,1,1,0,,6.6,,6.6,4,6.5,6,,2,1992,2,3,1,2,1,1,,2,3,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_1o5p6gHPzFTBKQR",1,"TRUE",0,,"24/4/23 12:12","24/4/23 12:21",9.083333,545,"24/4/23 12:21",31.817,.5302833,153.46,2.557667,3,48.316,.8052667,,109,14,3,3,3,1,1,0,0,1,1,0,,5,,5,10,7.5,2,,2,1997,2,3,2,2,1,1,,3,2,1,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_3Eythqa8OtNnkXQ",1,"TRUE",1,,"19/4/23 07:01","19/4/23 07:14",13.11667,787,"19/4/23 07:14",100.172,1.669533,158.472,2.6412,3,81.493,1.358217,,109,14,3,3,3,1,1,0,0,1,1,0,,5.7,,5.7,3,6.7,5,,2,1992,2,4,2,2,1,2,,1,3,2,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,11,0,"R_3KSJi3Mp48F1G27",1,"TRUE",0,,"9/5/23 07:46","9/5/23 07:53",6.216667,373,"9/5/23 07:53",42.198,.7033001,147.12,2.452,2,28.435,.4739166,,109,14,3,3,3,1,1,0,0,1,1,0,,4.3,,4.3,6.2,0,2,,2,2004,1,1,1,2,1,1,,1,3,2,4,,1,5,4,4,2,1,,1,1,1,1,0,2,3
,6,1,"R_1rjn8wlHV2hQlTl",1,"TRUE",0,,"19/4/23 10:07","19/4/23 10:13",6.416667,385,"19/4/23 10:13",24.866,.4144333,98.294,1.638233,1,32.141,.5356833,,109,14,3,3,3,1,1,0,0,1,1,0,,6.5,,6.5,.1,10,9,,2,1986,2,2,2,2,1,1,,2,3,1,4,,1,5,4,5,3,3,,1,1,1,2,1,1,3
,11,0,"R_1NC7iHc0Wvb09XX",1,"TRUE",0,,"9/5/23 04:14","9/5/23 04:41",27.28333,1637,"9/5/23 04:41",68.147,1.135783,528.772,8.812866,3,80.128,1.335467,,109,14,3,3,3,1,1,0,0,1,1,0,,7.5,,7.5,0,9,7,,1,1998,1,4,1,2,1,1,,3,1,2,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,16,0,"R_1gqgO5zErf0I96j",1,"TRUE",0,,"14/5/23 02:57","14/5/23 03:06",8.9,534,"14/5/23 03:06",37.117,.6186167,172.898,2.881633,3,148.441,2.474017,,109,14,3,3,3,1,1,0,0,1,1,0,,8,,8,3,6.5,0,,1,2001,1,4,1,1,1,2,,3,1,2,4,,1,5,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_3jZnvtShtejcjsG",1,"TRUE",0,,"19/4/23 07:40","19/4/23 07:50",9.533334,572,"19/4/23 07:50",35.385,.58975,150.259,2.504317,2,88.934,1.482233,,110,10,3,3,3,1,1,0,0,1,0,0,,6,,6,7,3,7,,2,1979,2,4,1,2,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,4,1,"R_2rrrpvYFygjQtUf",1,"TRUE",1,,"3/5/23 02:44","3/5/23 02:51",6.716667,403,"3/5/23 02:51",31.041,.51735,82.339,1.372317,1,42.677,.7112833,,110,10,3,3,3,1,1,0,0,1,0,0,,4,,4,8.4,5.5,6,,2,2004,1,1,1,2,1,1,,2,4,1,3,,1,5,5,3,3,3,,1,1,0,1,1,1,3
,17,0,"R_2e3zWuNPRFeZTPQ",1,"TRUE",1,,"21/5/23 07:34","21/5/23 07:44",9.566667,574,"21/5/23 07:44",51.552,.8591999,158.857,2.647617,3,37.344,.6224,,110,10,3,3,3,1,1,0,0,1,0,0,,7.5,,7.5,3.5,1,1,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,2,1,"R_2tsR8JhEEcVyNtL",1,"TRUE",0,,"22/5/23 10:01","22/5/23 10:13",11.03333,662,"22/5/23 10:13",46.341,.77235,277.468,4.624466,3,37.272,.6212,,110,10,3,3,3,1,1,0,0,1,0,0,,4.5,,4.5,5.5,9,6,,1,2002,1,3,1,2,1,1,,2,3,1,4,,1,5,4,3,3,1,,1,1,1,1,1,2,3
,6,1,"R_1hYfMLPIXoCX0dI",1,"TRUE",0,,"19/4/23 14:51","19/4/23 15:02",11.18333,671,"19/4/23 15:02",64.532,1.075533,220.089,3.66815,3,72.702,1.2117,,110,10,3,3,3,1,1,0,0,1,0,0,,7.3,,7.3,1,6,6,,2,1982,2,4,2,2,1,1,,1,2,3,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,8,0,"R_1irH2b6XekJ4qt0",1,"TRUE",0,,"13/5/23 03:58","13/5/23 04:14",15.96667,958,"13/5/23 04:14",53.408,.8901333,386.554,6.442566,3,118.719,1.97865,,110,10,3,3,3,1,1,0,0,1,0,0,,5.4,,5.4,8,5,2,,1,2001,1,2,1,1,1,1,,3,2,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,18,1,"R_2P1lBTbBclfUK4c",1,"TRUE",0,,"24/4/23 13:35","24/4/23 13:43",8.016666,481,"24/4/23 13:43",26.052,.4342,110.834,1.847233,2,51.496,.8582667,,110,10,3,3,3,1,1,0,0,1,0,0,,7,,7,1,10,7,,1,1970,2,4,2,2,1,1,,3,2,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,4,1,"R_1NFxkJ7pZb05BLP",1,"TRUE",1,,"27/4/23 04:31","27/4/23 05:10",38.68333,2321,"27/4/23 05:10",11.661,.19435,52.755,.87925,1,33.101,.5516834,,110,10,3,3,3,1,1,0,0,1,0,0,,9,,9,.1,9,9,,1,1998,1,4,2,1,1,2,,3,2,1,4,,2,1,3,4,2,3,,0,0,2,0,0,1,3
,21,0,"R_bO4MCWJx5lqxINX",1,"TRUE",0,,"6/5/23 12:00","6/5/23 12:06",5.933333,356,"6/5/23 12:06",30.403,.5067167,74.612,1.243533,1,63.269,1.054483,,110,10,3,3,3,1,1,0,0,1,0,0,,7.5,,7.5,8,6,4,,2,1998,1,3,1,2,1,1,,3,2,1,4,,1,5,3,3,3,2,,1,1,2,1,1,0,3
,12,0,"R_R5i01GfWAZ49hol",1,"TRUE",1,,"3/5/23 05:34","3/5/23 05:42",8.35,501,"3/5/23 05:42",59.096,.9849333,178.201,2.970017,3,57.058,.9509667,,110,10,3,3,3,1,1,0,0,1,0,0,,6.1,,6.1,3.1,8,3,,1,2003,1,2,1,1,1,1,,2,3,1,4,,1,5,4,3,3,3,,1,1,1,1,1,1,1
,17,0,"R_cub2Rt2vdkPaqNr",1,"TRUE",1,,"19/5/23 05:42","19/5/23 05:48",6.483333,389,"19/5/23 05:48",17.583,.29305,92.945,1.549083,1,50.257,.8376167,,111,9,3,3,1,1,1,0,0,0,1,0,,8.7,,8.7,1,7,4,,1,2001,1,2,1,1,1,1,,1,2,3,4,,1,5,4,4,3,1,,1,1,1,1,1,2,3
